Year,Month,Monthly_Temperature_C,Monthly_Uncertainty_C,Annual_Temperature_C,Annual_Uncertainty_C,Five_Year_Temperature_C,Five_Year_Uncertainty_C,Ten_Year_Temperature_C,Ten_Year_Uncertainty_C,Twenty_Year_Temperature_C,Twenty_Year_Uncertainty_C
1926,6,20.883,0.273,21.594,0.182,21.376,0.14,21.348,0.108,21.304000000000002,0.094
1926,7,22.083000000000002,0.354,21.607,0.198,21.387,0.142,21.341,0.109,21.307,0.094
1926,8,21.727,0.294,21.433,0.21,21.41,0.141,21.346,0.11,21.311,0.094
1926,9,21.837,0.326,21.424,0.205,21.407,0.14,21.345,0.109,21.309,0.094
1926,10,22.008,0.388,21.304000000000002,0.205,21.411,0.14,21.341,0.109,21.314,0.094
1926,11,21.985,0.447,21.334,0.202,21.393,0.14,21.326,0.109,21.323,0.094
1926,12,20.801000000000002,0.292,21.396,0.205,21.386,0.143,21.327,0.107,21.327,0.093
1927,1,21.335,0.354,21.309,0.185,21.35,0.143,21.342,0.107,21.327,0.092
1927,2,20.78,0.379,21.281,0.182,21.348,0.145,21.337,0.107,21.336,0.091
1927,3,21.358,0.465,21.267,0.194,21.324,0.143,21.339,0.108,21.34,0.092
1927,4,20.491,0.295,21.251,0.181,21.329,0.141,21.325,0.107,21.341,0.092
1927,5,20.724,0.259,21.255,0.162,21.341,0.147,21.331,0.106,21.349,0.092
1927,6,21.623,0.311,21.273,0.151,21.342,0.147,21.327,0.106,21.35,0.092
1927,7,21.041,0.188,21.246,0.154,21.363,0.148,21.333000000000002,0.106,21.344,0.092
1927,8,21.393,0.235,21.305,0.157,21.375,0.143,21.337,0.108,21.346,0.091
1927,9,21.663,0.268,21.341,0.145,21.38,0.142,21.333000000000002,0.108,21.346,0.091
1927,10,21.818,0.249,21.522000000000002,0.14,21.377,0.141,21.326,0.108,21.351,0.091
1927,11,22.037,0.39,21.549,0.148,21.381,0.138,21.322,0.108,21.359,0.09
1927,12,21.015,0.24,21.465,0.148,21.387,0.135,21.324,0.108,21.363,0.089
1928,1,21.006,0.344,21.507,0.163,21.418,0.132,21.324,0.107,21.365000000000002,0.088
1928,2,21.490000000000002,0.259,21.635,0.162,21.435,0.13,21.316,0.108,21.367,0.087
1928,3,21.791,0.317,21.738,0.168,21.46,0.131,21.315,0.107,21.377,0.086
1928,4,22.665,0.26,21.743,0.166,21.466,0.128,21.308,0.106,21.381,0.086
1928,5,21.043,0.292,21.754,0.183,21.461,0.126,21.301000000000002,0.106,21.387,0.086
1928,6,20.62,0.309,21.841,0.199,21.436,0.123,21.306,0.107,21.386,0.086
1928,7,21.543,0.335,21.871,0.19,21.431,0.124,21.308,0.107,21.39,0.086
1928,8,22.924,0.297,21.931,0.191,21.406,0.124,21.311,0.108,21.389,0.085
1928,9,22.899,0.349,21.837,0.195,21.399,0.122,21.315,0.108,21.39,0.085
1928,10,21.876,0.297,21.633,0.192,21.378,0.12,21.32,0.108,21.393,0.085
1928,11,22.172,0.323,21.616,0.178,21.395,0.119,21.316,0.108,21.396,0.085
1928,12,22.059,0.359,21.614,0.172,21.405,0.118,21.308,0.109,21.4,0.085
1929,1,21.365000000000002,0.434,21.488,0.163,21.394000000000002,0.117,21.316,0.11,21.403,0.085
1929,2,22.219,0.316,21.372,0.169,21.388,0.114,21.324,0.11,21.402,0.085
1929,3,20.657,0.324,21.187,0.153,21.383,0.113,21.331,0.11,21.402,0.086
1929,4,20.216,0.25,21.146,0.148,21.354,0.109,21.339,0.109,21.398,0.086
1929,5,20.848,0.293,21.117,0.15,21.325,0.105,21.342,0.109,21.402,0.087
1929,6,20.59,0.315,21.006,0.141,21.336,0.102,21.343,0.11,21.398,0.087
1929,7,20.03,0.234,20.998,0.151,21.364,0.1,21.337,0.111,21.395,0.087
1929,8,21.539,0.261,20.963,0.146,21.372,0.099,21.334,0.111,21.391000000000002,0.087
1929,9,20.672,0.287,21.014,0.138,21.373,0.098,21.331,0.112,21.389,0.087
1929,10,21.391000000000002,0.306,21.088,0.134,21.378,0.096,21.330000000000002,0.111,21.386,0.087
1929,11,21.816,0.383,21.152,0.122,21.399,0.095,21.327,0.112,21.381,0.086
1929,12,20.73,0.345,21.229,0.112,21.383,0.095,21.332,0.111,21.377,0.086
1930,1,21.274,0.409,21.408,0.099,21.38,0.098,21.344,0.109,21.379,0.085
1930,2,21.792,0.309,21.413,0.1,21.377,0.099,21.349,0.107,21.377,0.084
1930,3,21.276,0.249,21.477,0.097,21.367,0.098,21.352,0.109,21.383,0.085
1930,4,21.097,0.207,21.472,0.1,21.353,0.098,21.346,0.107,21.383,0.085
1930,5,21.622,0.21,21.455000000000002,0.107,21.346,0.099,21.342,0.106,21.38,0.085
1930,6,21.505,0.249,21.466,0.1,21.351,0.1,21.336,0.105,21.38,0.086
1930,7,22.181,0.202,21.434,0.087,21.357,0.098,21.345,0.106,21.38,0.086
1930,8,21.602,0.197,21.398,0.09,21.362000000000002,0.097,21.355,0.105,21.382,0.086
1930,9,21.433,0.198,21.378,0.088,21.365000000000002,0.098,21.367,0.106,21.383,0.086
1930,10,21.332,0.225,21.342,0.1,21.342,0.097,21.372,0.105,21.387,0.087
1930,11,21.611,0.259,21.325,0.096,21.351,0.096,21.372,0.105,21.386,0.086
1930,12,20.868000000000002,0.38,21.319,0.103,21.366,0.096,21.366,0.104,21.392,0.087
1931,1,20.883,0.29,21.255,0.106,21.36,0.096,21.372,0.102,21.387,0.087
1931,2,21.364,0.224,21.236,0.098,21.322,0.096,21.363,0.102,21.386,0.087
1931,3,21.039,0.185,21.247,0.09,21.295,0.098,21.361,0.101,21.385,0.087
1931,4,20.664,0.336,21.16,0.095,21.288,0.101,21.35,0.101,21.388,0.088
1931,5,21.421,0.285,21.042,0.102,21.263,0.099,21.359,0.1,21.382,0.088
1931,6,21.434,0.308,21.095,0.099,21.239,0.1,21.355,0.1,21.375,0.088
1931,7,21.413,0.23,21.273,0.098,21.245,0.1,21.354,0.099,21.373,0.089
1931,8,21.371,0.178,21.264,0.111,21.237000000000002,0.101,21.365000000000002,0.098,21.374,0.089
1931,9,21.559,0.242,21.293,0.117,21.255,0.101,21.362000000000002,0.097,21.374,0.089
1931,10,20.292,0.287,21.304000000000002,0.115,21.267,0.101,21.361,0.095,21.373,0.088
1931,11,20.196,0.27,21.35,0.125,21.29,0.098,21.359,0.092,21.372,0.088
1931,12,21.508,0.345,21.288,0.144,21.3,0.1,21.365000000000002,0.09,21.374,0.087
1932,1,23.012,0.347,21.244,0.158,21.323,0.102,21.359,0.088,21.375,0.086
1932,2,21.254,0.327,21.228,0.163,21.319,0.104,21.365000000000002,0.086,21.37,0.085
1932,3,21.391000000000002,0.309,21.189,0.177,21.338,0.106,21.364,0.086,21.372,0.085
1932,4,20.796,0.359,21.246,0.168,21.330000000000002,0.107,21.364,0.085,21.368,0.084
1932,5,21.972,0.321,21.364,0.174,21.313,0.109,21.374,0.084,21.374,0.084
1932,6,20.687,0.314,21.348,0.175,21.323,0.107,21.366,0.084,21.378,0.084
1932,7,20.886,0.268,21.208000000000002,0.179,21.325,0.102,21.364,0.083,21.385,0.084
1932,8,21.183,0.3,21.253,0.178,21.323,0.101,21.366,0.082,21.392,0.084
1932,9,21.09,0.232,21.305,0.16,21.324,0.102,21.365000000000002,0.081,21.395,0.083
1932,10,20.977,0.239,21.343,0.158,21.315,0.1,21.369,0.081,21.393,0.083
1932,11,21.607,0.379,21.311,0.151,21.303,0.099,21.371,0.08,21.389,0.082
1932,12,21.322,0.233,21.383,0.136,21.285,0.099,21.378,0.08,21.389,0.081
1933,1,21.331,0.2,21.406,0.126,21.271,0.101,21.38,0.078,21.389,0.081
1933,2,21.795,0.277,21.362000000000002,0.121,21.275,0.1,21.375,0.076,21.383,0.081
1933,3,22.011,0.299,21.375,0.123,21.275,0.099,21.38,0.076,21.383,0.081
1933,4,21.253,0.344,21.417,0.126,21.278,0.098,21.375,0.076,21.379,0.081
1933,5,21.594,0.251,21.338,0.125,21.284,0.1,21.391000000000002,0.075,21.373,0.081
1933,6,21.539,0.168,21.278,0.125,21.297,0.099,21.398,0.075,21.37,0.082
1933,7,21.166,0.269,21.311,0.132,21.313,0.097,21.396,0.075,21.371,0.082
1933,8,20.659,0.174,21.306,0.125,21.32,0.098,21.383,0.074,21.373,0.082
1933,9,21.244,0.256,21.285,0.127,21.323,0.098,21.375,0.074,21.375,0.081
1933,10,21.484,0.28,21.26,0.119,21.322,0.096,21.379,0.074,21.378,0.082
1933,11,20.658,0.357,21.312,0.121,21.322,0.096,21.384,0.074,21.377,0.082
1933,12,20.607,0.403,21.281,0.133,21.305,0.096,21.389,0.073,21.376,0.082
1934,1,21.717,0.31,21.305,0.144,21.315,0.096,21.396,0.074,21.382,0.082
1934,2,21.743,0.262,21.355,0.151,21.342,0.096,21.389,0.074,21.382,0.082
1934,3,21.755,0.371,21.404,0.159,21.341,0.097,21.392,0.074,21.383,0.081
1934,4,20.956,0.289,21.357,0.161,21.368,0.093,21.402,0.074,21.385,0.081
1934,5,22.219,0.231,21.365000000000002,0.168,21.394000000000002,0.091,21.416,0.074,21.378,0.081
1934,6,21.167,0.257,21.427,0.149,21.394000000000002,0.09,21.421,0.074,21.377,0.081
1934,7,21.445,0.246,21.398,0.129,21.353,0.088,21.426000000000002,0.075,21.374,0.082
1934,8,21.262,0.257,21.396,0.12,21.357,0.085,21.418,0.075,21.375,0.082
1934,9,21.833000000000002,0.263,21.358,0.124,21.356,0.085,21.419,0.075,21.377,0.081
1934,10,20.915,0.255,21.325,0.115,21.351,0.083,21.412,0.074,21.379,0.081
1934,11,20.755,0.259,21.216,0.112,21.35,0.08,21.403,0.073,21.385,0.081
1934,12,21.36,0.216,21.155,0.106,21.349,0.078,21.407,0.072,21.387,0.081
1935,1,21.37,0.224,21.144000000000002,0.117,21.348,0.075,21.409,0.071,21.391000000000002,0.08
1935,2,21.711,0.207,21.195,0.119,21.355,0.072,21.401,0.071,21.391000000000002,0.08
1935,3,21.297,0.439,21.16,0.121,21.363,0.07,21.407,0.07,21.391000000000002,0.08
1935,4,20.564,0.181,21.212,0.125,21.384,0.07,21.403,0.071,21.392,0.08
1935,5,20.912,0.223,21.31,0.131,21.395,0.068,21.394000000000002,0.071,21.392,0.079
1935,6,20.431,0.266,21.334,0.144,21.405,0.067,21.395,0.072,21.397000000000002,0.079
1935,7,21.314,0.337,21.376,0.14,21.404,0.067,21.389,0.072,21.4,0.079
1935,8,21.878,0.203,21.382,0.139,21.389,0.067,21.392,0.072,21.41,0.077
1935,9,21.412,0.244,21.373,0.111,21.394000000000002,0.066,21.395,0.072,21.415,0.078
1935,10,21.54,0.198,21.379,0.108,21.409,0.067,21.405,0.073,21.414,0.077
1935,11,21.929000000000002,0.247,21.418,0.111,21.431,0.069,21.401,0.073,21.41,0.077
1935,12,21.643,0.196,21.418,0.111,21.43,0.07,21.412,0.074,21.407,0.076
1936,1,21.883,0.276,21.476,0.098,21.432,0.072,21.403,0.074,21.408,0.076
1936,2,21.78,0.211,21.568,0.097,21.443,0.07,21.402,0.075,21.398,0.076
1936,3,21.192,0.297,21.579,0.088,21.455000000000002,0.072,21.396,0.075,21.392,0.076
1936,4,20.634,0.199,21.606,0.077,21.47,0.074,21.405,0.075,21.384,0.075
1936,5,21.383,0.214,21.594,0.074,21.504,0.078,21.406,0.075,21.391000000000002,0.075
1936,6,20.424,0.238,21.583000000000002,0.073,21.539,0.079,21.403,0.075,21.387,0.075
1936,7,22.01,0.179,21.47,0.071,21.548000000000002,0.079,21.405,0.075,21.386,0.075
1936,8,22.986,0.212,21.447,0.071,21.542,0.081,21.402,0.075,21.387,0.074
1936,9,21.549,0.256,21.46,0.074,21.53,0.081,21.402,0.075,21.385,0.074
1936,10,21.859,0.249,21.448,0.077,21.537,0.08,21.406,0.074,21.38,0.073
1936,11,21.782,0.231,21.492,0.084,21.541,0.081,21.419,0.073,21.378,0.072
1936,12,21.52,0.319,21.51,0.093,21.542,0.083,21.422,0.073,21.381,0.072
1937,1,20.529,0.261,21.411,0.087,21.528,0.084,21.409,0.072,21.386,0.071
1937,2,21.502,0.26,21.293,0.087,21.516000000000002,0.084,21.403,0.071,21.39,0.07
1937,3,21.343,0.246,21.295,0.098,21.499,0.083,21.404,0.069,21.39,0.069
1937,4,20.489,0.245,21.327,0.107,21.494,0.08,21.411,0.069,21.39,0.069
1937,5,21.912,0.262,21.37,0.119,21.492,0.077,21.417,0.069,21.396,0.068
1937,6,20.634,0.227,21.405,0.136,21.492,0.077,21.429000000000002,0.069,21.398,0.068
1937,7,20.822,0.251,21.462,0.142,21.493,0.075,21.436,0.069,21.402,0.069
1937,8,21.576,0.273,21.413,0.141,21.479,0.076,21.448,0.068,21.403,0.069
1937,9,21.572,0.243,21.493,0.145,21.491,0.073,21.457,0.067,21.4,0.068
1937,10,22.243000000000002,0.304,21.633,0.149,21.491,0.075,21.459,0.066,21.395,0.068
1937,11,22.301000000000002,0.277,21.718,0.149,21.485,0.076,21.457,0.065,21.39,0.069
1937,12,21.932,0.219,21.788,0.159,21.505,0.077,21.455000000000002,0.064,21.389,0.069
1938,1,21.222,0.271,21.828,0.165,21.507,0.075,21.455000000000002,0.063,21.388,0.069
1938,2,20.906,0.273,21.806,0.158,21.508,0.075,21.449,0.064,21.389,0.068
1938,3,22.305,0.266,21.838,0.15,21.515,0.075,21.451,0.063,21.385,0.068
1938,4,22.17,0.235,21.849,0.14,21.532,0.075,21.451,0.063,21.377,0.068
1938,5,22.929000000000002,0.221,21.882,0.135,21.518,0.074,21.444,0.063,21.377,0.068
1938,6,21.482,0.25,21.944,0.133,21.527,0.075,21.434,0.064,21.379,0.068
1938,7,21.296,0.263,22.03,0.127,21.494,0.076,21.434,0.063,21.379,0.067
1938,8,21.308,0.198,22.07,0.13,21.485,0.075,21.434,0.063,21.375,0.067
1938,9,21.966,0.202,21.965,0.138,21.47,0.073,21.436,0.062,21.369,0.067
1938,10,22.371,0.212,21.901,0.14,21.488,0.074,21.437,0.063,21.369,0.067
1938,11,22.7,0.274,21.861,0.141,21.491,0.072,21.438,0.064,21.366,0.066
1938,12,22.673000000000002,0.242,21.841,0.144,21.501,0.073,21.445,0.063,21.364,0.065
1939,1,22.255,0.248,21.78,0.147,21.495,0.075,21.448,0.062,21.362000000000002,0.065
1939,2,21.387,0.235,21.72,0.152,21.462,0.075,21.44,0.061,21.353,0.064
1939,3,21.037,0.323,21.621,0.153,21.463,0.078,21.435,0.06,21.353,0.064
1939,4,21.402,0.282,21.477,0.139,21.444,0.079,21.431,0.06,21.353,0.064
1939,5,22.458000000000002,0.222,21.306,0.131,21.445,0.079,21.414,0.06,21.353,0.064
1939,6,21.244,0.276,21.193,0.121,21.449,0.081,21.412,0.061,21.35,0.065
1939,7,20.56,0.242,21.125,0.113,21.464,0.082,21.411,0.061,21.357,0.065
1939,8,20.588,0.245,21.082,0.104,21.448,0.08,21.416,0.061,21.358,0.065
1939,9,20.779,0.17,21.165,0.092,21.453,0.076,21.422,0.06,21.36,0.065
1939,10,20.635,0.28,21.096,0.092,21.47,0.076,21.428,0.059,21.36,0.065
1939,11,20.654,0.249,20.936,0.09,21.484,0.077,21.442,0.058,21.355,0.064
1939,12,21.318,0.223,20.969,0.092,21.509,0.079,21.441,0.059,21.358,0.064
1940,1,21.444,0.326,21.04,0.098,21.525,0.081,21.439,0.059,21.358,0.064
1940,2,20.866,0.227,21.154,0.104,21.541,0.08,21.433,0.06,21.354,0.064
1940,3,22.029,0.189,21.243,0.108,21.552,0.078,21.43,0.058,21.352,0.065
1940,4,20.578,0.287,21.399,0.105,21.535,0.076,21.438,0.059,21.352,0.064
1940,5,20.532,0.2,21.436,0.108,21.519000000000002,0.074,21.442,0.06,21.354,0.065
1940,6,21.639,0.223,21.509,0.117,21.505,0.072,21.459,0.06,21.351,0.065
1940,7,21.417,0.213,21.38,0.124,21.507,0.069,21.456,0.059,21.348,0.065
1940,8,21.953,0.22,21.41,0.126,21.51,0.07,21.464,0.058,21.347,0.065
1940,9,21.847,0.198,21.267,0.131,21.508,0.07,21.464,0.058,21.35,0.065
1940,10,22.512,0.256,21.362000000000002,0.136,21.493,0.068,21.455000000000002,0.057,21.346,0.065
1940,11,21.099,0.307,21.449,0.134,21.457,0.067,21.448,0.058,21.344,0.066
1940,12,22.194,0.287,21.396,0.132,21.438,0.066,21.447,0.057,21.345,0.066
1941,1,19.891000000000002,0.265,21.418,0.138,21.435,0.065,21.444,0.058,21.346,0.067
1941,2,21.233,0.238,21.34,0.141,21.426000000000002,0.065,21.433,0.058,21.346,0.067
1941,3,20.31,0.225,21.316,0.139,21.417,0.063,21.424,0.057,21.352,0.067
1941,4,21.713,0.221,21.167,0.129,21.404,0.064,21.417,0.057,21.352,0.067
1941,5,21.575,0.181,21.228,0.115,21.372,0.064,21.423000000000002,0.057,21.349,0.066
1941,6,21.008,0.185,21.193,0.108,21.352,0.064,21.42,0.058,21.351,0.066
1941,7,21.685,0.205,21.324,0.096,21.348,0.064,21.419,0.058,21.35,0.066
1941,8,21.011,0.168,21.266000000000002,0.097,21.338,0.063,21.408,0.058,21.346,0.066
1941,9,21.565,0.173,21.374,0.103,21.34,0.061,21.408,0.059,21.348,0.066
1941,10,20.723,0.202,21.361,0.108,21.324,0.061,21.399,0.06,21.352,0.065
1941,11,21.833000000000002,0.195,21.457,0.11,21.287,0.061,21.397000000000002,0.06,21.36,0.065
1941,12,21.774,0.198,21.55,0.117,21.281,0.061,21.397000000000002,0.062,21.361,0.065
1942,1,21.456,0.275,21.558,0.123,21.295,0.061,21.414,0.062,21.357,0.065
1942,2,20.536,0.247,21.687,0.123,21.315,0.06,21.416,0.061,21.358,0.064
1942,3,21.615000000000002,0.337,21.741,0.121,21.346,0.06,21.415,0.06,21.359,0.064
1942,4,21.549,0.231,21.783,0.115,21.362000000000002,0.06,21.416,0.06,21.359,0.064
1942,5,22.731,0.23,21.742,0.108,21.392,0.061,21.417,0.06,21.357,0.063
1942,6,22.116,0.223,21.684,0.108,21.39,0.062,21.429000000000002,0.06,21.36,0.063
1942,7,21.79,0.178,21.677,0.1,21.384,0.062,21.439,0.061,21.361,0.063
1942,8,22.553,0.183,21.72,0.088,21.388,0.063,21.44,0.061,21.361,0.062
1942,9,22.216,0.158,21.771,0.079,21.37,0.064,21.436,0.061,21.364,0.062
1942,10,21.234,0.171,21.744,0.077,21.384,0.065,21.422,0.061,21.364,0.061
1942,11,21.339,0.25,21.581,0.073,21.399,0.064,21.409,0.062,21.361,0.061
1942,12,21.069,0.197,21.433,0.076,21.412,0.063,21.4,0.062,21.361,0.061
1943,1,21.373,0.333,21.378,0.079,21.405,0.062,21.395,0.063,21.358,0.061
1943,2,21.06,0.252,21.228,0.078,21.42,0.061,21.403,0.064,21.351,0.06
1943,3,22.229,0.249,21.163,0.078,21.412,0.06,21.39,0.064,21.352,0.06
1943,4,21.215,0.176,21.194,0.098,21.379,0.058,21.378,0.064,21.357,0.06
1943,5,20.783,0.215,21.145,0.11,21.378,0.059,21.363,0.064,21.355,0.06
1943,6,20.339,0.201,21.18,0.121,21.367,0.057,21.359,0.063,21.355,0.06
1943,7,21.134,0.175,21.236,0.12,21.394000000000002,0.056,21.361,0.063,21.357,0.06
1943,8,20.743000000000002,0.167,21.211,0.12,21.381,0.055,21.367,0.063,21.356,0.06
1943,9,21.441,0.169,21.122,0.123,21.378,0.055,21.364,0.063,21.356,0.06
1943,10,21.602,0.295,21.058,0.129,21.346,0.054,21.359,0.062,21.356,0.06
1943,11,20.754,0.224,21.012,0.129,21.356,0.055,21.348,0.062,21.359,0.06
1943,12,21.485,0.18,21.06,0.123,21.339,0.056,21.339,0.061,21.364,0.059
1944,1,22.042,0.252,21.081,0.125,21.342,0.055,21.328,0.06,21.362000000000002,0.058
1944,2,20.766000000000002,0.187,21.168,0.132,21.354,0.055,21.318,0.06,21.357,0.058
1944,3,21.159,0.245,21.268,0.134,21.353,0.055,21.314,0.06,21.357,0.057
1944,4,20.451,0.235,21.264,0.121,21.354,0.056,21.304000000000002,0.059,21.359,0.056
1944,5,20.229,0.142,21.41,0.112,21.349,0.058,21.29,0.059,21.356,0.056
1944,6,20.911,0.19,21.384,0.114,21.346,0.059,21.278,0.06,21.355,0.056
1944,7,21.387,0.246,21.305,0.116,21.363,0.06,21.288,0.06,21.357,0.056
1944,8,21.791,0.18,21.331,0.118,21.384,0.063,21.298000000000002,0.059,21.359,0.056
1944,9,22.635,0.153,21.313,0.114,21.378,0.065,21.301000000000002,0.06,21.358,0.056
1944,10,21.562,0.179,21.396,0.118,21.361,0.067,21.307,0.06,21.36,0.055
1944,11,22.506,0.178,21.496,0.12,21.35,0.068,21.307,0.061,21.363,0.055
1944,12,21.166,0.21,21.622,0.123,21.35,0.068,21.309,0.061,21.363,0.054
1945,1,21.091,0.219,21.592,0.122,21.353,0.069,21.307,0.061,21.364,0.054
1945,2,21.082,0.224,21.675,0.115,21.339,0.071,21.307,0.062,21.365000000000002,0.054
1945,3,20.945,0.244,21.572,0.116,21.32,0.071,21.297,0.063,21.364,0.053
1945,4,21.444,0.268,21.484,0.113,21.309,0.074,21.3,0.062,21.367,0.053
1945,5,21.426000000000002,0.163,21.365000000000002,0.126,21.299,0.077,21.315,0.062,21.367,0.053
1945,6,22.428,0.129,21.394000000000002,0.12,21.295,0.079,21.306,0.062,21.372,0.053
1945,7,21.021,0.123,21.429000000000002,0.114,21.283,0.079,21.307,0.061,21.371,0.053
1945,8,22.798000000000002,0.142,21.379,0.109,21.297,0.079,21.303,0.061,21.374,0.052
1945,9,21.394000000000002,0.216,21.309,0.103,21.272000000000002,0.078,21.304000000000002,0.061,21.377,0.052
1945,10,20.512,0.19,21.172,0.095,21.263,0.079,21.288,0.061,21.377,0.052
1945,11,21.071,0.284,21.231,0.097,21.27,0.078,21.287,0.062,21.371,0.052
1945,12,21.513,0.156,21.03,0.101,21.281,0.077,21.278,0.062,21.368,0.052
1946,1,21.518,0.155,21.101,0.106,21.288,0.077,21.288,0.063,21.364,0.052
1946,2,20.482,0.193,21.014,0.105,21.308,0.078,21.29,0.063,21.365000000000002,0.052
1946,3,20.099,0.248,21.024,0.096,21.311,0.078,21.308,0.064,21.364,0.052
1946,4,19.807000000000002,0.2,21.045,0.089,21.313,0.074,21.299,0.063,21.367,0.052
1946,5,22.134,0.212,21.083000000000002,0.079,21.324,0.072,21.292,0.063,21.366,0.052
1946,6,20.009,0.24,21.088,0.083,21.325,0.072,21.298000000000002,0.062,21.366,0.052
1946,7,21.873,0.205,21.169,0.08,21.307,0.071,21.295,0.062,21.364,0.052
1946,8,21.761,0.292,21.278,0.076,21.298000000000002,0.07,21.29,0.062,21.353,0.051
1946,9,21.504,0.177,21.372,0.074,21.288,0.071,21.295,0.062,21.348,0.052
1946,10,20.767,0.176,21.437,0.073,21.284,0.07,21.299,0.063,21.342,0.053
1946,11,21.527,0.177,21.432,0.076,21.294,0.07,21.301000000000002,0.064,21.337,0.052
1946,12,21.579,0.212,21.605,0.067,21.275,0.071,21.3,0.064,21.335,0.052
1947,1,22.490000000000002,0.195,21.613,0.068,21.28,0.071,21.305,0.065,21.34,0.052
1947,2,21.792,0.184,21.608,0.07,21.281,0.07,21.313,0.066,21.339,0.052
1947,3,21.227,0.206,21.573,0.069,21.255,0.071,21.313,0.067,21.337,0.051
1947,4,20.581,0.213,21.558,0.076,21.252,0.071,21.308,0.068,21.345,0.05
1947,5,22.07,0.163,21.493,0.08,21.222,0.071,21.298000000000002,0.068,21.343,0.05
1947,6,22.085,0.159,21.428,0.086,21.229,0.071,21.291,0.068,21.354,0.051
1947,7,21.974,0.159,21.278,0.1,21.231,0.07,21.286,0.067,21.351,0.05
1947,8,21.702,0.176,21.287,0.105,21.226,0.072,21.275,0.068,21.352,0.049
1947,9,21.086,0.155,21.242,0.104,21.224,0.073,21.27,0.068,21.351,0.05
1947,10,20.580000000000002,0.243,21.254,0.109,21.216,0.072,21.269000000000002,0.068,21.35,0.049
1947,11,20.746,0.186,21.179000000000002,0.113,21.231,0.073,21.265,0.068,21.35,0.048
1947,12,20.802,0.244,21.088,0.118,21.201,0.074,21.267,0.069,21.351,0.047
1948,1,20.695,0.275,21.051000000000002,0.113,21.209,0.074,21.261,0.069,21.352,0.047
1948,2,21.889,0.213,21.075,0.108,21.186,0.075,21.252,0.068,21.357,0.046
1948,3,20.696,0.211,21.118,0.106,21.196,0.075,21.253,0.067,21.355,0.046
1948,4,20.718,0.163,21.215,0.093,21.197,0.077,21.263,0.066,21.356,0.046
1948,5,21.169,0.156,21.269000000000002,0.089,21.195,0.077,21.266000000000002,0.066,21.36,0.046
1948,6,21.003,0.145,21.333000000000002,0.084,21.189,0.079,21.276,0.065,21.361,0.045
1948,7,21.529,0.117,21.354,0.075,21.182,0.082,21.279,0.065,21.364,0.045
1948,8,21.992,0.111,21.213,0.075,21.199,0.083,21.277,0.065,21.367,0.045
1948,9,21.602,0.136,21.205000000000002,0.078,21.238,0.084,21.275,0.065,21.36,0.044
1948,10,21.734,0.153,21.159,0.076,21.251,0.082,21.275,0.064,21.355,0.044
1948,11,21.404,0.114,21.131,0.083,21.229,0.082,21.28,0.062,21.351,0.043
1948,12,21.567,0.168,21.032,0.087,21.258,0.08,21.283,0.061,21.345,0.043
1949,1,20.943,0.183,21.046,0.089,21.248,0.081,21.276,0.061,21.344,0.042
1949,2,20.195,0.208,21.033,0.089,21.226,0.082,21.275,0.059,21.346,0.042
1949,3,20.603,0.264,20.988,0.095,21.236,0.082,21.28,0.058,21.35,0.041
1949,4,20.166,0.191,20.96,0.1,21.244,0.083,21.288,0.057,21.353,0.041
1949,5,20.828,0.156,20.899,0.1,21.253,0.083,21.299,0.056,21.349,0.041
1949,6,19.823,0.209,20.902,0.11,21.255,0.081,21.298000000000002,0.056,21.352,0.041
1949,7,21.691,0.184,20.923000000000002,0.112,21.247,0.081,21.302,0.055,21.358,0.041
1949,8,21.843,0.176,20.974,0.121,21.243,0.081,21.302,0.055,21.365000000000002,0.041
1949,9,21.052,0.173,20.990000000000002,0.119,21.248,0.079,21.293,0.055,21.371,0.041
1949,10,21.403,0.181,21.058,0.121,21.255,0.078,21.292,0.055,21.375,0.04
1949,11,20.675,0.155,21.181,0.126,21.245,0.077,21.283,0.054,21.384,0.04
1949,12,21.597,0.218,21.249,0.122,21.232,0.078,21.286,0.054,21.382,0.04
1950,1,21.201,0.174,21.235,0.12,21.218,0.076,21.289,0.053,21.385,0.041
1950,2,20.808,0.269,21.2,0.12,21.21,0.075,21.296,0.053,21.386,0.04
1950,3,20.791,0.273,21.277,0.117,21.221,0.074,21.299,0.052,21.383,0.041
1950,4,20.983,0.229,21.208000000000002,0.12,21.23,0.071,21.296,0.051,21.386,0.04
1950,5,22.301000000000002,0.184,21.23,0.126,21.231,0.069,21.291,0.051,21.383,0.041
1950,6,20.643,0.193,21.192,0.12,21.240000000000002,0.068,21.285,0.051,21.378,0.041
1950,7,21.523,0.165,21.184,0.13,21.239,0.066,21.287,0.051,21.379,0.041
1950,8,21.425,0.183,21.244,0.125,21.208000000000002,0.065,21.284,0.051,21.373,0.041
1950,9,21.978,0.133,21.379,0.121,21.234,0.064,21.291,0.051,21.37,0.04
1950,10,20.565,0.194,21.35,0.109,21.263,0.063,21.299,0.051,21.367,0.04
1950,11,20.948,0.18,21.223,0.109,21.261,0.064,21.294,0.052,21.366,0.04
1950,12,21.132,0.303,21.314,0.106,21.27,0.063,21.289,0.052,21.362000000000002,0.04
1951,1,21.11,0.274,21.293,0.103,21.271,0.064,21.285,0.052,21.37,0.04
1951,2,21.531,0.196,21.21,0.106,21.246,0.063,21.297,0.052,21.372,0.04
